,0,1,2,3
354,-2.0632524,0.48836887,-0.5639952,5.485318
355,-1.7933174,0.22851866,-0.52713126,5.6329494
356,-1.5519137,-0.013948858,-0.5157648,5.7783494
357,-1.4894843,-0.0746519,-0.50823206,5.830274
358,-1.5455279,-0.019163787,-0.5228875,5.7964034
359,-1.7763256,0.20930415,-0.57466835,5.614492
360,-2.055914,0.48593748,-0.6390007,5.375645
361,-1.940779,0.98986715,-0.38301226,4.2338247
362,-1.5126077,0.26969868,0.6247015,3.5155642
363,-1.6704476,0.43756223,0.63211805,3.3841178
364,-1.6528896,0.42638862,0.6635072,3.444989
365,-1.3901095,0.17016491,0.668107,3.595981
366,-1.011551,-0.20606083,0.701387,3.8227336
367,-0.71848124,-0.49199963,0.72485405,3.9995053
368,-0.46184525,-0.7525125,0.7417334,4.159133
369,-0.3220116,-0.8967659,0.7555388,4.253132
370,-0.31924975,-0.90460366,0.76188815,4.281858
371,-0.9899185,-0.85022086,0.51888126,5.1262965
372,-1.2959034,-0.5498468,0.43539378,4.91141
373,-1.6047181,-0.24981445,0.34788045,4.685657
374,-1.5188617,0.2764895,0.6242802,3.6193407
375,-1.7630653,0.5196808,0.6194315,3.4986138
376,-1.7989236,0.56128544,0.63984823,3.4947617
377,-1.604524,0.3737195,0.6698152,3.6096342
378,-1.2300063,0.0065951347,0.69492215,3.812405
379,-0.8741352,-0.3473139,0.7202427,4.006275
380,-0.55873317,-0.6610949,0.7368338,4.179494
381,-0.7517732,-1.0810809,0.55413973,5.2957177
382,-0.690563,-1.1494083,0.56429964,5.3541093
383,-0.74326557,-1.1028702,0.5402096,5.312298
384,-1.0225599,-0.8322187,0.45392063,5.101766
385,-1.3380623,-0.5198869,0.37924466,4.8714213
386,-1.2422162,-0.0047744513,0.6120798,3.7527504
387,-1.5575428,0.31442463,0.6015556,3.5786417
388,-1.7004433,0.4621344,0.5999215,3.5094347
389,-1.6352388,0.3980919,0.63607717,3.568783
390,-1.3462992,0.12192556,0.6760293,3.7314732
391,-0.96844023,-0.25414905,0.69170165,3.9263034
392,-0.61847305,-0.602182,0.7167773,4.117129
393,-0.34277087,-0.8761689,0.742282,4.280255
394,-0.20542474,-1.0180779,0.75247496,4.362379
395,-0.27472028,-0.9543212,0.75409716,4.337955
396,-1.0036675,-0.8387497,0.51789397,5.1455393
397,-1.3200147,-0.5315018,0.41950825,4.9055257
398,-1.6389337,-0.21563807,0.34819975,4.684011
399,-1.5593309,0.3166176,0.6155508,3.5986893
400,-1.7469063,0.5088097,0.6156055,3.4956398
401,-1.7333944,0.5011364,0.63278973,3.512055
402,-1.4601045,0.23491183,0.66074884,3.662416
403,-1.078404,-0.13935229,0.6879245,3.8634868
404,-0.7343409,-0.481509,0.7127552,4.051268
405,-0.3974605,-0.8165261,0.7355173,4.2407503
406,-0.15974551,-1.05833,0.74987334,4.3746257
407,-0.06963164,-1.1532297,0.75810724,4.4323964
408,-0.22379686,-1.0103564,0.7554255,4.3703294
409,-1.0156262,-0.8378337,0.5052704,5.141231
410,-0.898562,-0.3445526,0.71081454,4.0129614
411,-1.2445279,0.0044370294,0.6726191,3.7971117
412,-1.5440059,0.30278236,0.6707579,3.6530733
413,-1.6426115,0.40445337,0.6005817,3.5232573
414,-1.5661926,0.33585984,0.683736,3.6343718
415,-1.2188977,-0.0050060153,0.6778042,3.786571
416,-0.839335,-0.37700158,0.71017116,3.991728
417,-0.512984,-0.7015298,0.7342674,4.170377
418,-0.26936492,-0.94920987,0.7488683,4.3072968
419,-0.1695808,-1.0535934,0.76278335,4.3752418
420,-0.28397083,-0.94509596,0.75725514,4.3223777
421,-1.0491117,-0.7939332,0.50193983,5.1011376
422,-1.3665849,-0.48294798,0.41622284,4.8605847
423,-1.4922276,-0.031329215,0.5859053,4.229612
424,-1.5642307,0.3267241,0.61439294,3.5740492
425,-1.7396481,0.5070882,0.6237411,3.4930494
426,-1.6776252,0.451142,0.6447083,3.529074
427,-1.3621479,0.14277929,0.6673663,3.701403
428,-0.9412569,-0.27034944,0.7014474,3.9278696
429,-0.56176955,-0.6477631,0.7277476,4.1339164
430,-0.25903472,-0.9487867,0.7508642,4.3003883
431,-0.013277864,-1.1987352,0.76027364,4.4332223
432,0.009678388,-1.232147,0.7649384,4.462482
433,-0.2191016,-1.015152,0.7538819,4.3567543
434,-0.92491573,-0.7931867,0.5084927,4.8689513
435,-1.3552861,-0.49377078,0.43253163,4.8819766
436,-1.640759,-0.21174927,0.3432609,4.6515493
437,-1.4886866,0.2514145,0.61578774,3.5970044
438,-1.5438857,0.31198674,0.6248423,3.5728028
439,-1.3321236,0.10686791,0.6467402,3.6808465
440,-1.0019311,-0.21584973,0.68233943,3.8657362
441,-0.65786797,-0.55800647,0.70717025,4.053518
442,-0.36103716,-0.853154,0.730042,4.2169456
443,-0.13042969,-1.0823998,0.74839616,4.3516316
444,-0.08009098,-1.1429238,0.75947666,4.400199
445,-0.2924377,-0.9422938,0.7473309,4.308348
446,-0.6648154,-0.58287245,0.73653287,4.129739
447,-1.0289944,-0.21449107,0.72119343,3.9400117
448,-1.39622,0.15105526,0.70427495,3.7559307
449,-1.6643143,0.42324504,0.6957097,3.6061757
450,-1.7624698,0.5262896,0.6924223,3.5494475
451,-1.6337843,0.40369564,0.7020528,3.6202748
452,-1.2810192,0.063301146,0.71825176,3.7899313
453,-1.2997106,-0.527252,0.4538118,4.901728
454,-0.92687905,-0.8996633,0.5058516,5.135218
455,-0.65981084,-1.1672332,0.5376644,5.2986093
456,-0.01610077,-1.2024047,0.7171324,4.396375
457,-0.009068584,-1.2203805,0.7070674,4.396455
458,-0.32933074,-0.90655154,0.7106111,4.247602
459,-0.71018666,-0.5272034,0.70714533,4.0561996
460,-1.0450888,-0.19360116,0.70381474,3.8938959
461,-1.3794062,0.14448996,0.6907321,3.715399
462,-1.5521767,0.3216561,0.67906976,3.6150095
463,-1.5348985,0.3103752,0.70169044,3.6385558
464,-1.2893407,0.071338505,0.7144299,3.753648
465,-0.9223556,-0.28857055,0.72866416,3.942158
466,-0.5960046,-0.6130988,0.7527603,4.1208067
467,-0.3126104,-0.8951548,0.7645147,4.266929
468,-0.14951013,-1.0628369,0.7704958,4.357144
469,-0.6224131,-1.2089393,0.6000396,5.36653
470,-0.86703503,-0.9744185,0.54120445,5.204751
471,-1.1752651,-0.66989714,0.44393918,4.9628053
472,-1.4759624,-0.3725912,0.35754618,4.7351203
473,-1.3895266,0.15260029,0.6181622,3.6321366
474,-1.6019969,0.36956045,0.61541337,3.5216546
475,-1.6002178,0.3790577,0.63817495,3.5310917
476,-1.4213927,0.20685181,0.662216,3.6327453
477,-1.046875,-0.16027263,0.68732285,3.8355162
478,-0.6732917,-0.5318101,0.7133781,4.038519
479,-0.3410366,-0.8622145,0.7377192,4.220212
480,-0.07593913,-1.1311309,0.7584909,4.373395
481,0.028120572,-1.2400513,0.7620232,4.4331675
482,-0.07881222,-1.1441875,0.76130056,4.3954544
483,-0.43313047,-0.79703575,0.74054074,4.213691
484,-0.77093977,-0.46083072,0.7247586,4.0449147
485,-1.0682799,-0.16475388,0.71770597,3.8967905
486,-1.3444912,0.11016235,0.70802045,3.7489674
487,-1.4721673,0.24258767,0.7035085,3.6770184
488,-1.3932014,0.16934721,0.7075676,3.7116168
489,-1.103828,-0.11316675,0.7256336,3.859894
490,-0.79681754,-0.4187273,0.73836744,4.0181932
491,-0.51121014,-0.6976337,0.7509973,4.1593394
492,-0.286582,-0.9264216,0.7630396,4.2918715
493,-0.19895564,-1.0189774,0.7676612,4.337766
494,-0.7373377,-1.0955431,0.55831254,5.2709527
495,-1.0275635,-0.8153522,0.50814605,5.096037
496,-1.3062732,-0.54021186,0.41210505,4.8693123
497,-1.3500439,-0.11670926,0.5905188,4.1565285
498,-1.463207,0.2311351,0.60883904,3.5882437
499,-1.6255379,0.39848334,0.62050086,3.5085878
500,-1.6281097,0.40709943,0.6475783,3.5270875
501,-1.3822021,0.16798717,0.66912156,3.6581411
502,-1.0359259,-0.17102,0.69482785,3.8409464
503,-0.68160784,-0.5181717,0.7155877,4.0227094
504,-0.3822896,-0.81566316,0.74207187,4.1980124
505,-0.16819079,-1.0339625,0.75544834,4.319711
506,-0.10981033,-1.1026311,0.7615824,4.3672366
507,-0.29128262,-0.9272272,0.7585517,4.2849727
508,-0.6573335,-0.562905,0.7433691,4.0962305
509,-0.9488449,-0.27812257,0.7304944,3.9520404
510,-1.210176,-0.012813956,0.7151588,3.8059876
511,-1.4323168,0.21362999,0.7067288,3.685331
512,-1.4715071,0.25249463,0.6998234,3.6599352
513,-1.346168,0.13324986,0.7128566,3.7182295
